"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AIToolCurrently.Using","Employment"
"774","Durban Campus","Computer Science","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;SQL;TypeScript","MongoDB;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Heroku;OVH","Angular;AngularJS;jQuery;Node.js;WordPress","Information Services; IT; Software Development; Technology","ChatGPT;WolframAlpha","Writing code","Employed, full-time"
"775","Durban Campus","IT","I am a developer by profession","Developer; desktop ;enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;Java","None","Amazon Web Services (AWS);Microsoft Azure","None","Not Stated","None","None","Employed, full-time"
"776","Durban Campus","Computer Science","I am a developer by profession","Developer; full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Java;JavaScript;SQL;TypeScript","Firebase Realtime Database;IBM DB2;MySQL;Oracle","Firebase","Node.js;React","Financial Services","Bing AI;ChatGPT","None","Employed, full-time"
"777","Durban Campus","Data Science","I am a developer by profession","Engineer; data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Rust;SQL;TypeScript","Clickhouse;PostgreSQL","Amazon Web Services (AWS);Google Cloud","None","Not Stated","Phind","None","Employed, full-time"
"778","Durban Campus","Computer Science","I am a developer by profession","Developer; mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Groovy;Java;Kotlin;Objective-C;Swift","None","None","None","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"779","Durban Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer; embedded applications ;devices","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C;C++;Python","None","None","Flask","Healthcare","WolframAlpha","None","Employed, full-time"
"780","Durban Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript","MongoDB;PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Oracle Cloud Infrastructure (OCI);Vercel","Express;Node.js;React","Not Stated","ChatGPT;Perplexity AI","Writing code;Debugging and getting help","Student, full-time"
"781","Durban Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP","MySQL","Amazon Web Services (AWS);Digital Ocean","Laravel;Vue.js","Not Stated","None","None","Employed, full-time"
"782","Durban Campus","IT","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;SQL","Microsoft SQL Server;SQLite","Digital Ocean;Microsoft Azure","Express;Node.js;React;Svelte","Insurance","None","None","Independent contractor, freelancer, or self-employed"
"783","Durban Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;PHP;Python;SQL;Visual Basic (.Net)","Microsoft SQL Server;MySQL;PostgreSQL","Amazon Web Services (AWS);Microsoft Azure","ASP.NET CORE","Not Stated","Quora Poe","None","Independent contractor, freelancer, or self-employed"
"784","Durban Campus","Computer Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript","Microsoft SQL Server;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS)","ASP.NET;ASP.NET CORE;FastAPI;React","Financial Services","ChatGPT","Learning about a codebase;Project planning;Writing code;Debugging and getting help;Committing and reviewing code","Employed, full-time"
"785","Durban Campus","Data Science","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Java;JavaScript","MySQL;PostgreSQL","Linode, now Akamai","Angular;jQuery;Node.js;Spring Boot","Retail and Consumer Services","ChatGPT","None","Employed, full-time"
"786","Durban Campus","Data Science","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Groovy;Java;Kotlin;Rust","None","None","Node.js","Not Stated","WolframAlpha","None","Student, full-time"
"787","Durban Campus","IT","I used to be a developer by profession, but no longer am","Academic researcher","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C;C++;Objective-C","None","None","None","N/A","ChatGPT;WolframAlpha","Writing code;Documenting code;Testing code;Collaborating with teammates ;Other (please describe)","Not employed, but looking for work;Student, full-time;Student, part-time"
"788","Durban Campus","Data Science","I am a developer by profession","Engineering manager","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);Go;HTML/CSS;PHP;Python;Rust;SQL","MariaDB;MySQL;PostgreSQL;Redis","Hetzner;Scaleway","Node.js","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"789","Durban Campus","Computer Science","I am a developer by profession","Educator","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;C++;Delphi;HTML/CSS;JavaScript;PHP;Python;SQL","MariaDB;MySQL","None","Node.js;Vue.js;WordPress","Not Stated","None","Learning about a codebase;Writing code;Documenting code;Debugging and getting help","Independent contractor, freelancer, or self-employed;Employed, part-time"
"790","Durban Campus","Computer Science","I code primarily as a hobby","N/A","Some college/university study without earning a degree","Java;JavaScript;Python;Rust;TypeScript","PostgreSQL;SQLite","Linode, now Akamai;Vercel","Next.js;Node.js;React;Solid.js","Not Stated","None","None","Student, full-time"
"791","Durban Campus","Data Science","I am a developer by profession","Developer Advocate","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Apex;HTML/CSS;JavaScript;TypeScript","None","Heroku;Microsoft Azure;Vercel","Angular;Express;Node.js;WordPress","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"792","Durban Campus","IT","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Haskell;Python;TypeScript","BigQuery;Dynamodb","Amazon Web Services (AWS)","Node.js","Not Stated","ChatGPT","Debugging and getting help","Employed, full-time"
"793","Durban Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","R","None","None","None","Not Stated","ChatGPT","Debugging and getting help;Deployment and monitoring","Student, full-time"
"794","Durban Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Academic researcher","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Python","MySQL;SQLite","OVH","None","Higher Education","ChatGPT;WolframAlpha","None","Employed, full-time"
"795","Durban Campus","Computer Science","I am a developer by profession","Developer; embedded applications ;devices","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Assembly;Bash/Shell (all shells);C;C#;Haskell;HTML/CSS;Java;JavaScript;Python;Rust;SQL","MariaDB;PostgreSQL;SQLite","Cloudflare;Digital Ocean;Scaleway","Node.js;React;Svelte","Information Services; IT; Software Development; Technology","ChatGPT;WolframAlpha","None","Employed, full-time;Student, part-time"
"796","Durban Campus","Data Science","I am a developer by profession","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C++;HTML/CSS;JavaScript;PHP;Python","MySQL","None","Laravel","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT","None","Employed, full-time"
"797","Durban Campus","Data Science","I am a developer by profession","Developer; game ;graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;HTML/CSS;JavaScript;Python;TypeScript","None","Microsoft Azure","Node.js;React","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"798","Durban Campus","IT","I am a developer by profession","Developer; back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","JavaScript;Python","Firebase Realtime Database;MongoDB;Redis","Amazon Web Services (AWS);Firebase","Express;Node.js","Financial Services","ChatGPT","None","Employed, full-time"
"799","Durban Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript","Dynamodb;MongoDB;MySQL;PostgreSQL","Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure;Vercel","Angular;FastAPI;Fastify;Next.js;React","Not Stated","Bing AI;WolframAlpha","None","Employed, full-time"
"800","Durban Campus","IT","I am a developer by profession","Developer; front-end","Associate degree (A.A., A.S., etc.)","HTML/CSS;JavaScript;PHP;TypeScript","Dynamodb","Amazon Web Services (AWS);Netlify","jQuery;Laravel;React;WordPress","Not Stated","ChatGPT;WolframAlpha","Writing code","Independent contractor, freelancer, or self-employed"
"801","Durban Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Ruby;TypeScript","Dynamodb;Elasticsearch;Firebase Realtime Database;MariaDB;MongoDB;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Heroku;Netlify;Vercel","Express;Node.js;React;Ruby on Rails;Svelte;WordPress","Not Stated","Bing AI;ChatGPT;Phind","Learning about a codebase;Writing code;Documenting code;Testing code","Employed, full-time"
"802","Durban Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;Python;TypeScript","Cloud Firestore;Dynamodb;Firebase Realtime Database;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase","Fastify;Node.js;Nuxt.js;Vue.js","Advertising Services","ChatGPT","Writing code","Employed, full-time"
"803","Durban Campus","Computer Science","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;HTML/CSS;Python;SQL","MongoDB;MySQL","Heroku","Node.js","Not Stated","ChatGPT","Writing code;Debugging and getting help;Deployment and monitoring","Student, full-time"
"804","Durban Campus","Data Science","I am a developer by profession","Developer; desktop ;enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;Python","None","None","None","Not Stated","None","None","Employed, full-time"
"805","Durban Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Student","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Python;Rust","PostgreSQL","Google Cloud;Microsoft Azure","None","Not Stated","ChatGPT;WolframAlpha","None","Student, full-time;Employed, part-time"
"806","Durban Campus","Data Science","I am a developer by profession","Student","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C++;Erlang;Haskell;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL;VBA","Elasticsearch;MongoDB;MySQL;SQLite","Google Cloud","Node.js;WordPress","N/A","WolframAlpha","None","Not employed, but looking for work;Student, full-time"
"807","Durban Campus","IT","I am a developer by profession","DevOps specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL","MariaDB;Oracle","None","jQuery;Node.js","Not Stated","None","None","Employed, full-time"
"808","Durban Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;PowerShell;Python;SQL;VBA","Microsoft Access;Microsoft SQL Server","Google Cloud;Microsoft Azure;VMware","jQuery","Legal Services","ChatGPT","None","Employed, full-time"
"809","Durban Campus","Data Science","I am a developer by profession","Engineer; data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","SQL","Oracle","None","None","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"810","Durban Campus","Computer Science","I code primarily as a hobby","Student","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C;C++;Haskell;HTML/CSS;JavaScript;Objective-C;Python","None","None","Django;Flask;Svelte","Not Stated","None","None","Independent contractor, freelancer, or self-employed;Student, part-time"
"811","Durban Campus","IT","I am a developer by profession","Developer; back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;C++;Python","None","Amazon Web Services (AWS);Microsoft Azure","None","Not Stated","None","None","Employed, part-time"
"812","Durban Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Academic researcher","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Ada;C#;Delphi;HTML/CSS;JavaScript;Python;R;SQL;Visual Basic (.Net)","IBM DB2;Microsoft Access;Microsoft SQL Server;MySQL","Amazon Web Services (AWS);Microsoft Azure","ASP.NET;Drupal;jQuery;WordPress","Not Stated","ChatGPT;WolframAlpha","None","Employed, full-time"
"813","Durban Campus","IT","I am a developer by profession","Engineer; data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Dart;JavaScript;Python;Scala;SQL;TypeScript","Datomic;InfluxDB;PostgreSQL;Solr","Amazon Web Services (AWS);Microsoft Azure","Vue.js","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT","Writing code;Documenting code;Debugging and getting help;Testing code","Independent contractor, freelancer, or self-employed;Employed, part-time"
"814","Durban Campus","Computer Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;Python;SQL","BigQuery;Dynamodb;Elasticsearch;MySQL;Solr","Amazon Web Services (AWS);Google Cloud","Spring Boot;WordPress","Not Stated","ChatGPT","None","Employed, full-time"
"815","Durban Campus","Computer Science","I am a developer by profession","Blockchain","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Solidity","Cloud Firestore;MySQL;SQLite","Firebase;Google Cloud;Heroku","React","Not Stated","ChatGPT","Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code","Employed, full-time"
"816","Durban Campus","Computer Science","I am a developer by profession","Developer; front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;Dart;JavaScript;TypeScript","Microsoft SQL Server","None","Angular;AngularJS","Not Stated","None","None","Employed, full-time"
"817","Durban Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript","Cassandra;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite","Cloudflare;Heroku;Hetzner;Managed Hosting;Microsoft Azure;Netlify;OVH;Render;Scaleway;Vercel","Express;Fastify;Node.js;Nuxt.js;Svelte;Vue.js","Not Stated","ChatGPT","None","Student, full-time;Employed, part-time"
